Zeb Colter,WWEZeb,Athlete,WWE
Leryn Franco,LerynFranco,Athlete,Olympics
Kurt Warner,kurt13warner,Athlete,NFL
Yelena Isinbayeva (Elena Isinbaeva),yelenaisinbaeva,Athlete,Olympics
Alex Riley,AlexRileyWWE,Athlete,WWE
Juan Pablo Montoya,jpmontoya,Athlete,Auto Racing
Mark Munoz,mark_munoz,Athlete,MMA
Ryan Newman,RyanJNewman,Athlete,Auto Racing
John Isner,JohnIsner,Athlete,Tennis
Kim Clijsters,Clijsterskim,Athlete,Tennis
Maya Moore,MooreMaya,Athlete,Olympics
Rudy Fernandez,rudy5fernandez,Athlete,NBA
Heikki Kovalainen,H_Kovalainen,Athlete,Auto Racing
Darya Klishina,DaryaKlishina,Athlete,Olympics
Luc Abalo,lucabalo,Athlete,Olympics
Sanya Richards-Ross,SanyaRichiRoss,Athlete,Olympics
Daniel Narcisse,DanielNarcisse,Athlete,Olympics
Heather O'Reilly,HeatherOReilly,Athlete,Olympics
Kerri Walsh,kerrileewalsh,Athlete,Olympics
Camille Lacourt,CamLacourt,Athlete,Olympics
Summer Rae,RealSummerWWE,Athlete,WWE
Paula Pequeno,PaulaPequenoPP4,Athlete,Olympics
JaVale McGee,JaValeMcGee34,Athlete,NBA
Warren Weir,Warren_Weir,Athlete,Olympics
Kenny Perry,KennyPerryGolf,Athlete,Golf
Carli Lloyd,CarliLloyd,Athlete,Olympics
Milos Raonic,milosraonic,Athlete,Tennis
Aly Raisman,Aly_Raisman,Athlete,Olympics
Curt Hawkins,TheCurtHawkins,Athlete,WWE
Vera Zvonareva,verazvonareva,Athlete,Tennis
Kara Goucher,karagoucher,Athlete,Olympics
Megan Rapinoe,mPinoe,Athlete,Olympics
Steven Lopez,StevenLopezTkd,Athlete,Olympics
Janko Tipsarevic,TipsarevicJanko,Athlete,Tennis
Jack Nicklaus,jacknicklaus,Athlete,Golf
Maurren Higa Maggi,MaurrenHMaggi,Athlete,Olympics
Lauren Cheney,laurenholiday12,Athlete,Olympics
Juan Monaco,picomonaco,Athlete,Tennis
Bob Bryan,Bryanbros,Athlete,Tennis
Mike Bryan,Bryanbrothers,Athlete,Tennis
Brad Keselowski,keselowski,Athlete,Auto Racing
Andrea Petkovic,andreapetkovic,Athlete,Tennis
Thiago Pereira,thiagopereira,Athlete,Olympics
Denny Hamlin,dennyhamlin,Athlete,Auto Racing
JBL,JCLayfield,Athlete,WWE
Sergio Perez,SChecoPerez,Athlete,Auto Racing
Alize Cornet,alizecornet,Athlete,Olympics
Jinder Mahal,JinderMahal,Athlete,WWE
Florent Manaudou,FlorentManaudou,Athlete,Olympics
Yannick Agnel,YannickAgnel,Athlete,Olympics
Graeme McDowell,Graeme_McDowell,Athlete,Golf
Timo Boll,timoboll,Athlete,Olympics
Victoria Pendleton,v_pendleton,Athlete,Olympics
Brad Maddox,BradMaddoxIsWWE,Athlete,WWE
Alexander Ovechkin,ovi8,Athlete,NHL
Jason Terry,jasonterry31,Athlete,NBA
Laure Manaudou,Manaudou,Athlete,Olympics
Beth Phoenix,TheBethPhoenix,Athlete,WWE
Ezekiel Jackson,physzeke,Athlete,WWE
Shannon Sharpe,ShannonSharpe,Athlete,NFL
Clemente Russo,ClementeRusso,Athlete,Olympics
Chris Hoy,chrishoy,Athlete,Olympics
Thierry Omeyer,Thierry_Omeyer,Athlete,Olympics
Steven Jackson,sj39,Athlete,NFL
Oscar Pistorius,OscarPistorius,Athlete,Olympics
Sergio Garcia,TheSergioGarcia,Athlete,Golf
Kurt Busch,KurtBusch,Athlete,Auto Racing
Joey Logano,joeylogano,Athlete,Auto Racing
Sydney Leroux,sydneyleroux,Athlete,Olympics
Rickie Fowler,RickieFowler,Athlete,Golf
John Daly,PGA_JohnDaly,Athlete,Golf
Siobhan Chamberlain,Sio_Chamberlain,Athlete,Soccer
Diana Lopez,dianalopez25,Athlete,Olympics
Ian Poulter,IanJamesPoulter,Athlete,Golf
Stephanie Rice,ItsStephRice,Athlete,Olympics
Hacksaw Jim Duggan,OfficialHacksaw,Athlete,WWE
Karun Chandhok,karunchandhok,Athlete,Auto Racing
Maurice Jones Drew,Jones_Drew32,Athlete,NFL
Blanka Vlasic,BlankaVlasic,Athlete,Olympics
Chad Le Clos,chadleclos,Athlete,Olympics
Beth Tweddle,bethtweddlenews,Athlete,Olympics
Matthew Mitcham,matthew_mitcham,Athlete,Olympics
Jerome Fernandez,JrmeFernandez,Athlete,Olympics
Mebrahtom Keflezighi,runmeb,Athlete,Olympics
Heather Mitts,heathermitts,Athlete,Olympics
Yani Tseng,YaniTseng,Athlete,Golf
Stuart Holden,stuholden,Athlete,Soccer
Shalane Flanagan,ShalaneFlanagan,Athlete,Olympics
Johnny Weir,JohnnyGWeir,Athlete,Olympics
Trevor Bayne,Tbayne6,Athlete,Auto Racing
Ryan Hall,ryanhall3,Athlete,Olympics
Epico,WWEEpico,Athlete,WWE
Natalie Coughlin,NatalieCoughlin,Athlete,Olympics
Ernie Els,ErnieElsPGA,Athlete,Golf
Justine Henin,Justine_Henin,Athlete,Tennis
Rebecca Soni,rebsoni,Athlete,Olympics
Michelle Wie,themichellewie,Athlete,Golf
Trent Barreta,trentylocks,Athlete,WWE
Sami Zayn,iLikeSamiZayn,Athlete,WWE
Tiago Camilo,TiagoCamiloJudo,Athlete,Olympics
Melina,RealMelina,Athlete,
Brian Vickers,BrianLVickers,Athlete,Auto Racing
Ranomi Kromowidjojo,ranomikromo,Athlete,Olympics
Lana,LanaWWE,Athlete,WWE
Renato Rezende,Rezende500,Athlete,Olympics
Maurice Edu,MauriceEdu,Athlete,Soccer
Daniele Hypolito,danyhypolito,Athlete,Olympics
Kevin Staut,kevinstaut,Athlete,Olympics
Jessica Hardy,swimhardy,Athlete,Olympics
Timo Glock,realTimoGlock,Athlete,Auto Racing
Warren Sapp,WarrenSapp,Athlete,NFL
Patrick Mills,Patty_Mills,Athlete,Olympics
Fabian Hambuchen,fhambuechen,Athlete,Olympics
Cleopatre Darleux,CleoDarleux,Athlete,Olympics
Tony Estanguet,TonyESTANGUET,Athlete,Olympics
C.J. Wilson,str8edgeracer,Athlete,MLB
Dana Vollmer,danavollmer,Athlete,Olympics
David Nalbandian,nalbandiandavid,Athlete,Tennis
April Ross,AprilRossBeach,Athlete,Olympics
Nathan Adrian,Nathangadrian,Athlete,Olympics
Mickael Gelabale,Mickaelgelabale,Athlete,Olympics
Seimone Augustus,seimoneaugustus,Athlete,Olympics
Carlos Delfino,cabezadelfino,Athlete,NBA
Kharma,MeanQueenK,Athlete,WWE
Deonise Cavaleiro,Deonisehand,Athlete,Olympics
Matt Anderson,MattAnderson_1,Athlete,Olympics
Lexi Thompson,Lexi,Athlete,Golf
Herculez Gomez,herculezg,Athlete,Soccer
Anna Meares,AnnaMeares,Athlete,Olympics
Alex Scott,AlexScott,Athlete,Olympics
David Boudia,davidboudia,Athlete,Olympics
Alexandre Despatie,ADespatie,Athlete,Olympics
Diogo Silva,diogotaekwondo,Athlete,Olympics
Hunter Mahan,HunterMahan,Athlete,Golf
Gilberto Godoy Filho (Giba),Giba7Oficial,Athlete,Olympics
Boris Diaw,theborisdiaw,Athlete,NBA
Sylvain Chavanel,chavanelsylvain,Athlete,Olympics
Sarah Menezes,SarahGabryelle,Athlete,Olympics
Ashton Eaton,AshtonJEaton,Athlete,Olympics
Manuel Fumic,ManuelFumic,Athlete,Olympics
Marshall Faulk,marshallfaulk,Athlete,NFL
Jake Dalton,jake_dalton,Athlete,Olympics
Evan Lysacek,EvanLysacek,Athlete,Olympics
Danell Leyva,DanellJLeyva,Athlete,Olympics
Goldust,Goldust,Athlete,
Theo Fleury,TheoFleury14,Athlete,NHL
Fabiola Molina,FabSwimWear,Athlete,Olympics
William Fox-Pitt,foxpitteventing,Athlete,Olympics
Dwayne De Rosario,dwaynederosario,Athlete,Soccer
Cristiano Ronaldo,Cristiano,Athlete,Soccer
Shakira,shakira,Musician,
Eminem,Eminem,Musician,
Rihanna,rihanna,Musician,
Michael Jackson,michaeljackson,Musician,
Bob Marley,bobmarley,Musician,
Justin Bieber,justinbieber,Musician,
Katy Perry,katyperry,Musician,
Taylor Swift,taylorswift13,Musician,
Jackie Chan,EyeOfJackieChan,Actor,
Beyonce,Beyonce,Musician,
Linkin Park,linkinpark,Musician,
Lady Gaga,ladygaga,Musician,
Adele,OfficialAdele,Musician,
Pitbull,pitbull,Musician,
Bruno Mars,BrunoMars,Musician,
Selena Gomez,selenagomez,Actor,Musician
David Guetta,davidguetta,Musician,
Avril Lavigne,AvrilLavigne,Musician,
AKON,Akon,Musician,
Neymar,neymarjr,Athlete,Olympics
Lil Wayne,LilTunechi,Musician,
Megan Fox,meganfox,Actor,
Dwayne Johnson (The Rock),TheRock,Athlete,WWE
Enrique Iglesias,enrique305,Musician,
Usher,Usher,Musician,
Miley Cyrus,MileyCyrus,Musician,
Black Eyed Peas,bep,Musician,
Jennifer Lopez,JLo,Musician,Actor
Barack Obama,BarackObama,Politician,
Nicki Minaj,NICKIMINAJ,Musician,
The Beatles,thebeatles,Musician,
Britney Spears,britneyspears,Musician,
Chris Brown,chrisbrown,Musician,
Justin Timberlake,jtimberlake,Musician,
50 Cent,50cent,Musician,
Maroon 5,maroon5,Musician,
One Direction,onedirection,Musician,
Coldplay,coldplay,Musician,
John Cena,JohnCena,Athlete,WWE
Wiz Khalifa,wizkhalifa,Musician,
Demi Lovato,ddlovato,Actor,Musician
Snoop Dogg,SnoopDogg,Musician,
Alicia Keys,aliciakeys,Musician,
Drake,Drake,Musician,
Pink,Pink,Musician,
Green Day,GreenDay,Musician,
Kesha,KeshaRose,Musician,
Ricardo Kakà,KAKA,Athlete,Soccer
Ronaldinho Gaucho,10Ronaldinho,Athlete,Soccer
Emma Watson,EmWatson,Actor,
Guns N' Roses,gunsnroses,Musician,
Paramore,paramore,Musician,
Daddy Yankee,daddy_yankee,Musician,
Bon Jovi,BonJovi,Musician,
Paulo Coelho,paulocoelho,Author,
Sachin Tendulkar,sachin_rt,Athlete,Other
Christina Aguilera,xtina,Musician,
Kim Kardashian,KimKardashian,Reality Star,
Andres Iniesta,andresiniesta8,Athlete,Soccer
Wisin & Yandel,wisinyyandel,Musician,
LeBron James,KingJames,Athlete,NBA
A.R. Rahman,arrahman,Musician,
Amitabh Bachchan,SrBachchan,Actor,
Don Omar,DONOMAR,Musician,
Jay-Z,jayz_sc,Musician,
Ashley Tisdale,ashleytisdale,Musician,
Mariah Carey,MariahCarey,Musician,
T.I.,Tip,Musician,
Kobe Bryant,kobebryant,Athlete,NBA
System of a Down,systemofadown,Musician,
The Rolling Stones,RollingStones,Musician,
Ludacris,Ludacris,Musician,
Kevin Hart,KevinHart4real,Comedian,
Google Chrome,googlechrome,Product,Technology
Jessie J,JessieJ,Musician,
Tiësto,tiesto,Musician,
Madonna,Madonna,Musician,
Ellen DeGneres (The Ellen Show),TheEllenShow,TV Show,TV Host
Jason Derulo,jasonderulo,Musician,
Ne-Yo,NeYoCompound,Musician,
Ashton Kutcher,aplusk,Actor,
Gerard Piqué,3gerardpique,Athlete,Soccer
Amr Khaled,amrkhaled,,
Muse,muse,Musician,
Trey Songz,TreySongz,Musician,
The Doors,TheDoors,Musician,
Ricardo Arjona,Ricardo_Arjona,Musician,
Lee Minho (이민호),ActorLeeMinHo,Actor,
Aerosmith,Aerosmith,Musician,
Usain Bolt,usainbolt,Athlete,Olympics
Thalia,thalia,Musician,
Will.I.Am,iamwill,Musician,
Priyanka Chopra,priyankachopra,Actor,
Aamir Khan,aamir_khan,Actor,
Kelly Clarkson,kelly_clarkson,Musician,
Bill Gates,BillGates,Executive,
Maria Sharapova,MariaSharapova,Athlete,Tennis
Rafael Nadal,RafaelNadal,Athlete,Tennis
Miranda Cosgrove,MirandaCosgrove,Actor,
Roger Federer,rogerfederer,Athlete,Tennis
Joe Jonas,joejonas,Musician,
Jonas Brothers,jonas_ent,Musician,
Jason Mraz,jason_mraz,Musician,
Tyga,Tyga,Musician,
Khloe Kardashian,khloekardashian,Reality Star,
Luis Suarez,LuisSuarez9,Athlete,Olympics
Korn,Korn,Musician,
Arnold Schwarzenegger,Schwarzenegger,Politician,
Elvis Presley,ElvisPresley,Musician,
KISS,KISSOnline,Musician,
Ciara,ciara,Musician,
T-Pain,TPAIN,Musician,
Leonardo DiCaprio,LeoDiCaprio,Actor,
Luis Fonsi,LuisFonsi,Musician,
Tyler Perry,tylerperry,Actor,
PSY,psy_oppa,Musician,
Inna,inna_ro,,
Ozzy Osbourne,OzzyOsbourne,Musician,
Porta,RealPorta,Musician,
Vice Ganda,vicegandako,Comedian,Actor
Kourtney Kardashian,kourtneykardash,Reality Star,
Foo Fighters,foofighters,Musician,
Dalai Lama,DalaiLama,,
Ivete Sangalo,ivetesangalo,Musician,
Taio Cruz,TaioCruz,Musician,
Randy Orton,RandyOrton,Athlete,WWE
Slash,Slash,Musician,
Triple H,TripleH,Athlete,WWE
Nelly,Nelly_Mo,Musician,
My Chemical Romance,MCRofficial,Musician,
Lady Antebellum,ladyantebellum,Musician,
Dwyane Wade,DwyaneWade,Athlete,NBA
Backstreet Boys,backstreetboys,Musician,
Mitt Romney,MittRomney,Politician,
Joel Osteen,JoelOsteen,,
Disturbed,Disturbed,Musician,
Amy Winehouse,amywinehouse,Musician,
30 Seconds to Mars,30SECONDSTOMARS,Musician,
Derrick Rose,drose,Athlete,NBA
Blink-182,blink182,Musician,
Pearl Jam,PearlJam,Musician,
JWOWW (Jenni Farley),JENNIWOWW,Reality Star,
Kevin Durant,KDTrey5,Athlete,NBA
Claudia Leitte,ClaudiaLeitte,Musician,
The Killers,thekillers,Musician,
Simple Plan,simpleplan,Musician,
Nick Jonas,nickjonas,Musician,
Daniel Tosh (Tosh.0),danieltosh,TV Host,Comedian
Gorillaz,gorillazband,Musician,
Waka Flocka Flame,WakaFlockabsm,Musician,
DJ Pauly D,DJPaulyD,Musician,
Tom Cruise,TomCruise,Actor,
Oasis ,oasis,Musician,
deadmau5,deadmau5,Musician,
Owl City,owlcity,Musician,
Fall Out Boy,falloutboy,,
Mary J. Blige,maryjblige,Musician,
Soulja Boy,souljaboy,Musician,
Sean Kingston,SeanKingston,Musician,
Jeff Dunham,jeffdunham,Comedian,
Pantera,Pantera,Musician,
Juan Mata,juanmata8,Athlete,Olympics
Tony Dize,laformuladepina,Musician,
Ricky Martin,ricky_martin,Musician,
Rammstein,RSprachrohr,Musician,
Kelly Rowland,KELLYROWLAND,Musician,
Armin van Buuren,arminvanbuuren,Musician,
Plan B,4PlanB,Musician,
Jimi Hendrix,JimiHendrix,Musician,
Juanes,juanes,Musician,
Roman Reigns,WWERomanReigns,Athlete,WWE
Megadeth,Megadeth,Musician,
Three Days Grace,threedaysgrace,Musician,
Michael Bublé,michaelbuble,Musician,
Chris Andersen (TED),TEDchris,Executive,
Jennifer Hudson,IAMJHUD,Musician,
Keri Hilson,KeriHilson,Musician,
Michael Phelps,MichaelPhelps,Athlete,Olympics
John Legend,johnlegend,Musician,
Cody Simpson,CodySimpson,Musician,
Dulce Maria,DulceMaria,Actor,Musician
Gabriel Iglesias,fluffyguy,Comedian,
Sheamus,WWESheamus,Athlete,WWE
Shawn Michaels,ShawnMichaels,Athlete,WWE
Gucci Mane,gucci1017,Musician,
Lukas Podolski,landondonovan,Athlete,Soccer
Tim McGraw,TheTimMcGraw,Musician,
Rick Ross,rickyrozay,Musician,
Queen Latifah,IAMQUEENLATIFAH,Musician,Actor
Depeche Mode,depechemode,Musician,
Stone Cold Steve Austin,steveaustinBSR,Athlete,WWE
Big Show,WWETheBigShow,Athlete,WWE
Rob Dyrdek,robdyrdek,Athlete,Other
Willow Smith,OfficialWillow,Actor,Musician
Daniel Bryan,WWEDanielBryan,Athlete,WWE
Rascal Flatts,rascalflatts,Musician,
Cesc Fàbregas,cesc4official,Athlete,Soccer
Paris Hilton,ParisHilton,Actor,
Zac Brown Band,zacbrownband,Musician,
Kane,KaneWWE,Athlete,WWE
Kenny Chesney,kennychesney,Musician,
Tyra Banks,tyrabanks,Model,TV Host
Marcos Mion,marcosmion,Actor,
Paul McCartney,PaulMcCartney,Musician,
Sin Cara,TheSinCaraWWE,Athlete,WWE
Irina Shayk,theirishayk,Model,Sports Illustrated
Jack Johnson,jackjohnson,Musician,
Panic! At The Disco,PanicAtTheDisco,Musician,
Tony Hawk,tonyhawk,Athlete,Other
Reba McEntire,reba,Musician,
CM Punk,CMPunk,Athlete,
Monica,MonicaBrown,Musician,
Jordin Sparks,JordinSparks,Musician,
Alejandro Sanz,AlejandroSanz,Musician,
Edge,EdgeRatedR,Athlete,WWE
Breaking Benjamin,breakingbenj,Musician,
Rio Ferdinand,rioferdy5,Athlete,Soccer
Novak Djokovic,DjokerNole,Athlete,Tennis
HTC,htc,Brand,Technology
David Henrie,DavidHenrie,Actor,
Lenny Kravitz,LennyKravitz,Musician,
Diego Forlan ,DiegoForlan7,Athlete,Soccer
Taraji P. Henson,TherealTaraji,Actor,
Calle13,Calle13Oficial,Musician,
Eva Longoria Parker,EvaLongoria,Actor,
Bow Wow,smoss,Musician,
Toby Keith,TobyKeithMusic,Musician,
Gisele Bündchen,giseleofficial,Model,
Hayley Williams,yelyahwilliams,Musician,
Agnes Monica,agnezmo,Musician,
Boys Like Girls,BoysLikeGirls,Musician,
Carmelo Anthony,carmeloanthony,Athlete,NBA
Nina Dobrev,ninadobrev,Actor,
David Bisbal,davidbisbal,Musician,
Shaquille O'Neal,SHAQ,Athlete,NBA
Anahi,Anahi,Musician,
Timbaland,Timbaland,Musician,
Paul Ryan VP,PRyan,Politician,
Dwight Howard,DwightHoward,Athlete,NBA
Train,train,Musician,
Adam Lambert,adamlambert,Musician,
Pele,Pele,Athlete,Soccer
Jim Carrey,JimCarrey,Actor,Comedian
Nelly Furtado,NellyFurtado,Musician,
3OH!3,3OH3,Musician,
Brock Lesnar ,DCBROCKLESNAR,Athlete,WWE
P. Diddy (Sean Combs),iamdiddy,Musician,
The Situation (Michael Sorrentino),ItsTheSituation,Reality Star,
Jabbawockeez,JABBAWOCKEEZ,Pro Dancer,
Paulina Rubio,paurubio,Musician,
Emily Osment,EmilyOsment,Actor,Musician
Chris Paul,CP3,Athlete,NBA
Criss Angel,CrissAngel,,
Nikki Bella,BellaTwins,Athlete,WWE
Sarah Palin,SarahPalinUSA,Politician,
Pitty,pittyleone,Musician,
Pau Gasol,paugasol,Athlete,NBA
Dane Cook,DaneCook,Comedian,
Daughtry,CHRIS_Daughtry,Musician,
Queen Rania Al Abdullah,QueenRania,Politician,
Wale,Wale,Musician,
MGMT,whereisMGMT,Musician,
Lupe Fiasco,LupeFiasco,Musician,
Norah Jones,NorahJones,Musician,
Brandy,4everBrandy,Musician,
Lily Rose Allen,lilyallen,Musician,
Blake Griffin,blakegriffin32,Athlete,NBA
PoloPolo,polo_polo,Comedian,
Jamie Oliver,jamieoliver,TV Host,
Lifehouse,lifehouse,Musician,
Paul Pierce,paulpierce34,Athlete,NBA
Creed,Creed,Musician,
LL Cool J,llcoolj,Musician,Actor
Shane Dawson,shanedawson,,
Christina Milian,ChristinaMilian,Musician,
No Doubt,nodoubt,Musician,
Nine Inch Nails,nineinchnails,Musician,
Alanis Morissette,Alanis,Musician,
Dean Ambrose,TheDeanAmbrose,Athlete,WWE
Weezer,Weezer,Musician,
Russell Westbrook,russwest44,Athlete,NBA
Russell Brand,rustyrockets,Actor,Comedian
Good Charlotte,GoodCharlotte,Musician,
Kofi Kingston,TrueKofi,Athlete,WWE
Brie Bella,BellaTwins,Athlete,WWE
Alex De Souza,Alex10combr,Athlete,Soccer
Snow Patrol,SnowPatrolBand,Musician,
Marcelo Tas,MarceloTas,TV Host,
Ryan Sheckler,RyanSheckler,Athlete,Other
Earvin Magic Johnson,MagicJohnson,Athlete,NBA
Dave Matthews Band,davematthewsbnd,Musician,
Ben Stiller,RedHourBen,Actor,
Ricky Gervais,rickygervais,Actor,Comedian
Lewis Hamilton,LewisHamilton,Athlete,Auto Racing
Marco Luque,marcoluque,Comedian,
Andy Murray,andy_murray,Athlete,Tennis
Yu-Na Kim,Yunaaaa,Athlete,Olympics
Tiger Woods,TigerWoods,Athlete,Golf
Jey Uso,WWEUsos,Athlete,WWE
Jimmy Uso,WWEUsos,Athlete,WWE
Dolly Parton,DollyParton,Musician,
Steve Nash,SteveNash,Athlete,NBA
Ana Ivanovic,AnaIvanovic,Athlete,Tennis
Tony Parker,tonyparker,Athlete,NBA
Faith Hill,FaithHill,Musician,
Vinny Guadagnino,VINNYGUADAGNINO,Actor,
Serena Williams,serenawilliams,Athlete,Tennis
Goo Goo Dolls,googoodolls,Musician,
Lucas Rodrigues Moura da Silva,LucasnaRede_,Athlete,Olympics
Kylie Minogue,kylieminogue,Musician,
Gustavo Adrián Cerati,cerati,Musician,
Dirk Nowitzki,swish41,Athlete,NBA
Bill Maher,billmaher,TV Show,HBO
Chris Jericho,IAmJericho,Athlete,WWE
Jessica Simpson,JessicaSimpson,Musician,
Mark Henry,TheMarkHenry,Athlete,WWE
Kendra Wilkinson,KendraWilkinson,Reality Star,Model
The Miz,mikethemiz,Athlete,WWE
Alessandra Ambrosio,AngelAlessandra,Model,
Stone Sour,stonesour,Musician,
The Great Khali,GreatKhali,Athlete,WWE
Tom Daley,TomDaley1994,Athlete,Olympics
Fabolous,myfabolouslife,Musician,
Conan O' Brien,ConanOBrien,TV Host,Comedian
Kevin Spacey,KevinSpacey,Actor,
Duran Duran,duranduran,Musician,
Lil Kim,LilKim,Musician,
Pussycat Dolls,pussycatdolls,Musician,
Michael Vick,MikeVick,Athlete,NFL
Ryback,Ryback22,Athlete,WWE
Demi Moore,justdemi,Actor,
Janet Jackson,JanetJackson,Musician,
Shaun White,shaunwhite,Athlete,Olympics
Natalya,NatbyNature,Athlete,WWE
The Wendy Williams Show,WendyWilliams,TV Show,TV Host
Russell Simmons,UncleRUSH,Executive,
Arcade Fire,arcadefire,Musician,
Barbie Blank,TheBarbieBlank,Model,
R-Truth,RonKillings,Athlete,WWE
Mariana Pajon,marianapajon,Athlete,Olympics
Seth Rollins,WWERollins,Athlete,WWE
Lance Armstrong,lancearmstrong,Athlete,Other
Kevin Smith,ThatKevinSmith,,
Reggie Bush,ReggieBush,Athlete,NFL
Scotty McCreery,ScottyMcCreery,Musician,American Idol
Iyaz,IyazLive,Musician,
Katie Price (Jordan),MissKatiePrice,Model,
Cher,cher,Musician,
Giorgio Chiellini,chiellini,Athlete,Soccer
Nicolas Anelka,anelkaofficiel,Athlete,Soccer
Colbie Caillat,ColbieCaillat,Musician,
WWE Divas,WWEDivas,Athlete,WWE
Genevieve Morton,genevievemorton,Model,Sports Illustrated
Sandy Leah Lima,SandyLeah,Musician,
Christian,Christian4Peeps,Athlete,WWE
John Morrison,TheRealMorrison,Athlete,WWE
Rob Van Dam,TherealRVD,Athlete,WWE
Drew Brees,drewbrees,Athlete,NFL
Pastor Rick Warren,RickWarren,,
Zach Galifianakis,galifianakisz,Actor,
Travis Barker,travisbarker,Musician,
Cee Lo Green,CeeLoGreen,Musician,
Dita Von Teese,DitaVonTeese,Model,
Leighton Meester,itsmeleighton,Actor,Musician
Manu Ginobili,manuginobili,Athlete,NBA
Lauren Conrad,LaurenConrad,Actor,
David Ortiz,davidortiz,Athlete,MLB
Martina McBride,martinamcbride,Musician,
Venus Williams,Venuseswilliams,Athlete,Tennis
Russell Wilson,DangeRussWilson,Athlete,NFL
Holly Madison,hollymadison,Model,
Julieta Venegas,julietav,Musician,
Hope Solo,hopesolo,Athlete,Olympics
Donald J. Trump,realDonaldTrump,Executive,
Deepak Chopra,DeepakChopra,,
Ryan Seacrest,RyanSeacrest,TV Host,
Juan Martin del Potro,delpotrojuan,Athlete,Tennis
Santino Marella,milanmiracle,Athlete,WWE
Trish Stratus,trishstratuscom,Athlete,
Anthony Davis,AntDavis23,Athlete,NBA
Pastor Chris,PastorChrisLive,,
Ray Lewis,raylewis,Athlete,NFL
Stephanie McMahon,StephMcMahon,Athlete,WWE
Perez Hilton,PerezHilton,News,Celebrity Gossip
"Rodrigo ""Minotauro"" Nogueira",Minotauromma,Athlete,MMA
Cody Rhodes,StardustWWE,Athlete,WWE
Yao Ming,YaoMing,Athlete,NBA
Steve Carell,SteveCarell,Actor,Comedian
Annie Lennox,AnnieLennox,Musician,
Sara Bareilles,SaraBareilles,Musician,
Alex Morgan,alexmorgan13,Athlete,Olympics
Zack Ryder,ZackRyder,Athlete,WWE
Hines Ward,mvp86hinesward,Athlete,NFL
Luis Fabiano,luis_fabuloso,Athlete,Soccer
Martha Stewart,MarthaStewart,Brand,Media
Layla,mslayel,Athlete,WWE
Dolph Ziggler,HEELZiggler,Athlete,WWE
Serge Ibaka,sergeibaka9,Athlete,NBA
Bret Hart,BretHart,Athlete,WWE
Vidi Aldiano,vidialdiano,Musician,
Jimmy Eat World,jimmyeatworld,Musician,
Travie McCoy,TravieMcCoy,Musician,
Sarah McLachlan,SarahMcLachlan,Musician,
Rachel Maddow,maddow,TV Show,TV Host
Adrian Peterson,AdrianPeterson,Athlete,NFL
Jessica Ennis,J_Ennis,Athlete,Olympics
Antonio Cesaro,WWECesaro,Athlete,WWE
Pee-wee Herman,peeweeherman,Comedian,
Peter Andre,MrPeterAndre,Musician,
FC Barcelona,FCBarcelona,Sports Team,
Real Madrid CF,realmadrid,Sports Team,
Chelsea FC,ChelseaFC,Sports Team,
Arsenal FC,Arsenal,Sports Team,
NBA,NBA,Sports Team,NBA
WWE,WWE,Sports Team,
Liverpool FC,LFC,Sports Team,
AC Milan,acmilan,Sports Team,
Los Angeles Lakers,Lakers,Sports Team,NBA
Manchester City Football Club,MCFC,Sports Team,
Chicago Bulls,chicagobulls,Sports Team,NBA
UFC (Ultimate Fighting Championship),ufc,Sports Team,
Miami Heat,MiamiHEAT,Sports Team,NBA
Galatasaray,GalatasaraySK,Sports Team,
NFL,nfl,Sports Team,NFL
Mercedes GP Petronas F1 Team,MercedesAMGF1,Sports Team,Formula 1
Boston Celtics,celtics,Sports Team,NBA
New York Yankees,Yankees,Sports Team,MLB
Dallas Cowboys,dallascowboys,Sports Team,NFL
MLB,MLB,Sports Team,MLB
New England Patriots,Patriots,Sports Team,NFL
Pittsburgh Steelers,steelers,Sports Team,NFL
San Antonio Spurs,spurs,Sports Team,NBA
New York Knicks,nyknicks,Sports Team,NBA
Oklahoma City Thunder,okcthunder,Sports Team,NBA
Besiktas,besiktask,Sports Team,
Germany,DFB_Team,Sports Team,FIFA
Boston Red Sox,RedSox,Sports Team,MLB
Green Bay Packers,packers,Sports Team,NFL
Chivas,Chivas,Sports Team,
Red Bull Racing F1 Team,redbullf1spy,Sports Team,Formula 1
NASCAR,NASCAR,Sports Team,
Dallas Mavericks,dallasmavs,Sports Team,NBA
San Francisco 49ers,49ers,Sports Team,NFL
Cleveland Cavaliers,cavs,Sports Team,NBA
Chicago Bears,ChicagoBears,Sports Team,NFL
New Orleans Saints,Saints,Sports Team,NFL
Golden State Warriors,warriors,Sports Team,NBA
NHL,NHL,Sports Team,NHL
Denver Broncos,Broncos,Sports Team,NFL
New York Giants,Giants,Sports Team,NFL
Seattle Seahawks,Seahawks,Sports Team,NFL
Los Angeles Clippers,LAClippers,Sports Team,NBA
Houston Rockets,HoustonRockets,Sports Team,NBA
Vodafone McLaren Mercedes F1 Team,McLarenF1,Sports Team,Formula 1
Indiana Pacers,Pacers,Sports Team,NBA
Oakland Raiders,RAIDERS,Sports Team,NFL
Philadelphia Eagles,Eagles,Sports Team,NFL
San Francisco Giants,SFGiants,Sports Team,MLB
Los Angeles Dodgers,Dodgers,Sports Team,MLB
Chicago Blackhawks,NHLBlackhawks,Sports Team,NHL
