623658744040165376,22,3,1,3,1,8,2,0,0,1,12,10,8,1,2,0,21,2,4,0,0,0,0,9,4,0,8,14,2,2,6,9,4,0,0,3,17,5,0,0,0,5,15,4,1,5,7,5,1,2,0,0,1,1,13,1,15,4,6,0,1,1,0,0,15
627192013050372096,4,12,8,1,6,27,12,4,11,22,11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,11,11,7,14,8,13,8,11,13,0,0,0,0,0,2,2,1,0,0,0,0,0,1,7,9,12,6,6,10,19,7,10,15,0,0,0,0,0,0
630211930133655552,7,0,1,0,1,0,4,2,21,2,2,1,0,9,6,3,16,3,9,2,8,16,1,0,3,8,0,0,3,3,6,12,13,1,2,1,3,1,4,2,6,0,24,4,1,14,9,0,1,8,0,0,2,16,4,0,8,0,12,3,1,0,2,7,4
