625833541960630272,7,27,41,39,37,26,18,22,23,22,18,24,27,28,25,24,15,28,18,13,24,19,18,21,20,24,22,18,24,15,13,17,14,13,15,8,23,13,5,15,19,12,9,12,11,13,11,18,11,13,21,14,17,20,29
626193063229022212,1,2,3,5,7,3,3,1,4,3,6,1,6,5,0,2,2,1,3,3,3,1,3,4,2,1,0,3,3,3,1,4,0,2,0,2,4,1,1,1,2,1,1,0,1,3,1,1,0,3,0,2,2,4,2
625848074661965825,2,13,14,21,22,16,9,21,24,12,18,14,18,21,17,8,7,11,12,10,10,7,17,7,12,12,8,10,10,12,11,12,12,6,11,7,9,3,4,4,2,6,4,3,7,2,4,5,4,1,1,3,0,7,5
629844732575924224,1,3,3,12,11,12,4,9,7,4,4,9,9,5,0,7,2,2,6,7,2,5,3,4,5,4,5,4,3,2,4,4,5,2,3,4,5,6,4,3,3,4,6,4,3,3,5,5,3,2,3,3,3,6,3
625866448368500736,3,8,10,13,14,10,10,5,7,7,9,7,3,6,4,12,8,7,3,3,15,7,6,4,7,9,10,4,2,7,5,4,8,6,8,2,2,3,6,4,7,3,6,1,7,5,1,1,3,4,5,5,2,1,3
625702415614881793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
625906539941994496,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
625858063585705984,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,2,3,2,1,1,0,0,3,2,2,4,3,2,6,1,1,2,2,5,3,3,5,3,0,1,1,1,1,3,1,0,3,2
625708538011103232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625841176772542464,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625814218214875136,1,2,2,4,1,2,2,2,9,5,3,5,2,2,4,6,4,4,3,3,3,1,4,2,2,3,3,2,3,4,3,1,4,2,0,4,1,4,2,1,4,2,3,3,2,1,3,0,0,2,2,0,5,2,1
625848149593182208,10,42,30,27,39,29,29,20,27,25,31,16,29,15,21,19,16,17,18,17,10,20,17,17,20,18,18,17,21,14,14,15,15,16,6,10,6,5,7,8,7,8,2,3,6,2,8,7,2,12,5,3,2,1,10
625850091082006529,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,1,3,3,1,1,0,4,2,2,4,3,1,4,0,4,1,2,2,4,6,3,0,1,1,2,2,0,3,1,1,2,3,1,2,4,3
625899109526810624,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
626382393709096960,2,0,2,3,4,2,1,1,0,1,1,1,1,3,2,0,1,0,0,0,1,1,3,0,0,2,3,1,1,1,0,0,2,1,1,1,3,1,0,0,3,1,2,2,3,0,1,3,0,2,2,0,0,1,0
628005543832092672,1,2,3,2,4,4,3,3,3,2,2,4,1,2,3,5,1,5,2,2,5,2,2,1,5,2,3,4,2,4,1,3,0,0,5,1,1,3,2,3,3,2,0,2,4,2,7,3,5,3,6,1,3,2,2
