date,rule_id,handle,1,2,3,4,5,6,7,8,9,
2015-09-24T00:56:24-04:00,35,buccobirthdays,0,0,0,0,0,0,0,40,14,
2015-09-24T00:56:24-04:00,35,buccobirthdays,0,0,0,0,0,0,0,40,14,
2015-09-24T00:56:24-04:00,35,buccobirthdays,0,0,0,0,0,0,0,40,14,
2015-09-24T00:56:24-04:00,35,postseason,2,8,4,6,4,43,25,14,5,
2015-09-24T01:11:24-04:00,35,hometownhomer,0,0,0,171,53,11,33,4,2,
2015-09-24T01:11:24-04:00,35,othertech,0,0,0,0,0,0,0,0,45,
2015-09-24T01:11:24-04:00,35,cavsnation,0,0,0,0,0,0,0,0,45,
2015-09-24T01:11:24-04:00,35,hometownhomer,0,0,0,167,51,11,33,4,2,
2015-09-24T01:11:24-04:00,35,hometownhomer,0,0,0,167,51,11,33,4,2,
2015-09-24T01:26:24-04:00,35,readytorake,0,0,0,0,0,0,32,26,4,
2015-09-24T01:26:24-04:00,35,readytorake,0,0,0,0,0,0,32,26,4,
2015-09-24T01:26:24-04:00,35,readytorake,0,0,0,0,0,0,32,26,4,
2015-09-24T01:26:24-04:00,35,postseason,0,0,0,0,0,3,0,30,19,
2015-09-24T01:26:24-04:00,35,hometownhomer,0,0,0,167,50,11,33,4,2,
2015-09-24T01:41:24-04:00,35,othertech,0,0,0,0,0,68,25,1,0,
2015-09-24T01:41:24-04:00,35,showstopper,0,0,0,0,0,0,0,33,17,
2015-09-24T01:41:24-04:00,35,showstopper,0,0,0,0,0,0,0,33,17,
2015-09-24T01:41:24-04:00,35,showstopper,0,0,0,0,0,0,0,33,17,
2015-09-24T01:41:24-04:00,35,showstopper,0,0,0,0,0,0,0,33,17,
2015-09-24T01:56:24-04:00,35,postseason,1,0,0,2,2,0,35,21,5,
2015-09-24T01:56:24-04:00,35,howsweetitis,0,0,0,0,0,0,53,8,4,
2015-09-24T01:56:24-04:00,35,postseason,0,0,3,0,30,22,20,6,10,
2015-09-24T01:56:24-04:00,35,howsweetitis,0,0,0,0,0,0,53,8,3,
2015-09-24T01:56:24-04:00,35,cavsbulls,0,0,0,0,0,0,0,0,41,
2015-09-24T02:11:24-04:00,35,allday,0,0,0,0,0,0,0,0,41,
2015-09-24T02:11:24-04:00,35,cavsnation,0,0,0,0,0,0,0,0,41,
2015-09-24T02:11:24-04:00,35,showstopper,0,0,0,0,0,0,33,19,5,
2015-09-24T02:11:24-04:00,35,showstopper,0,0,0,0,0,0,33,19,5,
2015-09-24T02:11:24-04:00,35,showstopper,0,0,0,0,0,0,33,19,5,
2015-09-24T02:26:24-04:00,35,showstopper,0,0,0,0,0,0,33,19,5,
2015-09-24T02:26:24-04:00,35,serpico,0,0,0,0,0,82,3,3,2,
2015-09-24T02:26:24-04:00,35,chad,0,0,0,0,0,6,29,16,7,
2015-09-24T02:26:24-04:00,35,pebble,0,1,1,0,0,0,3,48,0,
2015-09-24T02:26:24-04:00,35,buccobirthdays,0,0,0,0,0,40,17,11,4,
2015-09-24T02:41:24-04:00,35,buccobirthdays,0,0,0,0,0,40,17,11,4,
2015-09-24T02:41:24-04:00,35,buccobirthdays,0,0,0,0,0,40,17,11,4,
2015-09-24T02:41:24-04:00,35,postseason,0,0,0,0,0,0,0,28,17,
2015-09-24T02:41:24-04:00,35,postseason,3,10,5,6,8,4,6,4,35,
2015-09-24T02:41:24-04:00,35,chad,0,0,0,0,0,0,6,29,12,
2015-09-24T02:56:24-04:00,35,serpico,0,0,0,0,0,79,3,3,2,
2015-09-24T02:56:24-04:00,35,lebronjames,0,0,0,0,0,0,59,2,1,
2015-09-24T02:56:24-04:00,35,nbafinals,0,0,0,0,0,0,59,2,1,
2015-09-24T02:56:24-04:00,35,postseason,3,10,4,10,6,5,8,20,20,
2015-09-24T02:56:24-04:00,35,postseason,3,10,4,10,6,5,8,20,20,
2015-09-24T03:11:24-04:00,35,postseason,0,0,0,0,0,0,28,20,5,
2015-09-24T03:11:24-04:00,35,cavsnation,0,0,0,0,0,0,0,47,0,
2015-09-24T03:11:24-04:00,35,cavsbulls,0,0,0,0,0,0,0,44,2,
2015-09-24T03:11:24-04:00,35,postseason,2,5,8,20,24,21,18,13,6,
2015-09-24T03:11:24-04:00,35,postseason,2,5,8,20,24,21,18,13,6,
2015-09-24T03:26:24-04:00,35,othertech,0,0,0,0,0,0,0,46,0,
2015-09-24T03:26:24-04:00,35,postseason,4,21,18,13,8,20,13,16,19,
2015-09-24T03:26:24-04:00,35,postseason,4,21,18,13,8,20,13,16,19,
2015-09-24T03:26:24-04:00,35,nbafinals,0,0,0,0,38,68,0,0,0,
2015-09-24T03:26:24-04:00,35,chad,0,0,0,0,6,29,16,10,5,
2015-09-24T03:41:24-04:00,35,buccobirthdays,0,0,0,0,0,0,0,0,36,
2015-09-24T03:41:24-04:00,35,buccobirthdays,0,0,0,0,0,0,0,0,36,
2015-09-24T03:41:24-04:00,35,buccobirthdays,0,0,0,0,0,0,0,0,36,
2015-09-24T03:41:24-04:00,35,postseason,4,21,9,8,8,6,8,4,35,
2015-09-24T03:41:24-04:00,35,postseason,4,21,9,8,8,6,8,4,35,
2015-09-24T03:56:24-04:00,35,postseason,0,0,2,2,0,35,21,6,4,
2015-09-24T03:56:24-04:00,35,readytorake,0,0,0,0,0,33,28,5,1,
2015-09-24T03:56:24-04:00,35,buccobirthdays,0,0,0,0,40,17,11,5,9,
2015-09-24T03:56:24-04:00,35,buccobirthdays,0,0,0,0,40,17,11,5,9,
2015-09-24T03:56:24-04:00,35,buccobirthdays,0,0,0,0,40,17,11,5,9,
2015-09-24T04:11:24-04:00,35,lebronjames,0,0,0,0,0,0,0,0,35,
2015-09-24T04:11:24-04:00,35,nbafinals,0,0,0,0,0,0,0,0,35,
2015-09-24T04:11:24-04:00,35,lebronjames,0,0,0,0,0,0,0,0,35,
2015-09-24T04:11:24-04:00,35,nba,0,0,0,0,0,0,0,0,35,
2015-09-24T04:11:24-04:00,35,lebronjames,0,0,0,0,0,0,0,36,6,
2015-09-24T04:26:24-04:00,35,nbafinals,0,0,0,0,0,0,0,36,6,
2015-09-24T04:26:24-04:00,35,postseason,0,0,0,80,50,22,9,3,5,
2015-09-24T04:26:24-04:00,35,readytorake,0,0,0,0,0,32,26,5,1,
2015-09-24T04:26:24-04:00,35,readytorake,0,0,0,0,0,32,26,5,1,
2015-09-24T04:26:24-04:00,35,readytorake,0,0,0,0,0,32,26,5,1,
2015-09-24T04:41:24-04:00,35,postseason,5,6,8,4,42,29,15,10,2,
2015-09-24T04:41:24-04:00,35,postseason,5,6,8,4,42,29,15,10,2,
2015-09-24T04:41:24-04:00,35,update,0,0,0,0,0,0,0,0,33,
2015-09-24T04:41:24-04:00,35,allday,0,0,0,0,0,0,0,41,0,
2015-09-24T04:41:24-04:00,35,cavsnation,0,0,0,0,0,0,0,41,0,
2015-09-24T04:56:24-04:00,35,showstopper,0,0,0,0,0,33,19,5,3,
2015-09-24T04:56:24-04:00,35,showstopper,0,0,0,0,0,33,19,5,3,
2015-09-24T04:56:24-04:00,35,showstopper,0,0,0,0,0,33,19,5,3,
2015-09-24T04:56:24-04:00,35,showstopper,0,0,0,0,0,33,19,5,3,
2015-09-24T04:56:24-04:00,35,pebble,0,1,0,0,0,3,48,0,2,
2015-09-24T05:11:24-04:00,35,postseason,5,4,6,4,43,25,14,7,3,
2015-09-24T05:11:24-04:00,35,cavsnation,0,0,0,0,47,0,35,0,0,
2015-09-24T05:11:24-04:00,35,postseason,2,8,20,24,21,18,13,8,12,
2015-09-24T05:11:24-04:00,35,postseason,2,8,20,24,21,18,13,8,12,
2015-09-24T05:11:24-04:00,35,postseason,6,18,13,8,20,13,16,21,7,
2015-09-24T05:26:24-04:00,35,postseason,6,18,13,8,20,13,16,21,7,
2015-09-24T05:26:24-04:00,35,lebronjames,0,0,0,0,0,0,0,35,3,
2015-09-24T05:26:24-04:00,35,nba,0,0,0,0,0,0,0,35,3,
2015-09-24T05:26:24-04:00,35,nbafinals,0,0,0,0,0,0,0,35,3,
2015-09-24T05:26:24-04:00,35,postseason,0,5,1,0,0,2,2,0,31,
2015-09-24T05:41:24-04:00,35,pebble,0,5,0,0,72,25,3,4,1,
2015-09-24T05:41:24-04:00,35,howsweetitis,0,0,0,0,0,53,8,4,0,
2015-09-24T05:41:24-04:00,35,lebronjames,0,0,0,0,0,0,0,36,1,
2015-09-24T05:41:24-04:00,35,nbafinals,0,0,0,0,0,0,0,36,1,
2015-09-24T05:41:24-04:00,35,cavsmania,0,0,0,0,0,0,31,7,5,
2015-09-24T05:56:24-04:00,35,stlcards,0,0,0,0,0,1,3,30,3,
2015-09-24T05:56:24-04:00,35,howsweetitis,0,0,0,0,0,53,8,3,0,
2015-09-24T05:56:24-04:00,35,showstopper,0,0,0,0,0,0,0,0,29,
2015-09-24T05:56:24-04:00,35,showstopper,0,0,0,0,0,0,0,0,29,
2015-09-24T05:56:24-04:00,35,showstopper,0,0,0,0,0,0,0,0,29,
2015-09-24T06:11:24-04:00,35,showstopper,0,0,0,0,0,0,0,0,29,
2015-09-24T06:11:24-04:00,35,cavsmania,0,0,0,0,0,0,0,31,4,
2015-09-24T06:11:24-04:00,35,postseason,0,0,0,0,0,28,20,5,1,
2015-09-24T06:11:24-04:00,35,cavsnation,0,0,0,0,0,0,47,0,0,
2015-09-24T06:11:24-04:00,35,postseason,0,3,4,6,11,15,9,10,8,
2015-09-24T06:26:24-04:00,35,cavsbulls,0,0,0,0,0,0,44,2,0,
2015-09-24T06:26:24-04:00,35,lebronjames,0,0,0,0,0,0,0,35,0,
2015-09-24T06:26:24-04:00,35,nba,0,0,0,0,0,0,0,35,0,
2015-09-24T06:26:24-04:00,35,cavstop5,0,1,0,0,0,0,0,28,6,
2015-09-24T06:26:24-04:00,35,postseason,0,3,0,30,22,20,6,11,3,
2015-09-24T06:41:24-04:00,35,othertech,0,0,0,0,0,0,46,0,0,
2015-09-24T06:41:24-04:00,35,postseason,0,5,3,4,6,11,15,9,8,
2015-09-24T06:41:24-04:00,35,chad,0,0,0,0,0,0,0,6,23,
2015-09-24T06:41:24-04:00,35,lebronjames,0,0,0,0,0,0,36,6,0,
2015-09-24T06:41:24-04:00,35,nbafinals,0,0,0,0,0,0,36,6,0,
2015-09-24T06:56:24-04:00,35,postseason,1,3,5,3,4,6,11,15,7,
2015-09-24T06:56:24-04:00,35,update,0,0,0,0,0,0,0,33,0,
2015-09-24T06:56:24-04:00,35,cavstop5,0,0,0,0,0,0,28,8,3,
2015-09-24T06:56:24-04:00,35,postseason,3,20,24,21,18,13,8,20,9,
2015-09-24T06:56:24-04:00,35,postseason,3,20,24,21,18,13,8,20,9,
2015-09-24T07:11:24-04:00,35,empathy,0,1,0,0,1,15,18,3,7,
2015-09-24T07:11:24-04:00,35,lebronjames,0,0,0,0,0,59,2,1,0,
2015-09-24T07:11:24-04:00,35,nbafinals,0,0,0,0,0,59,2,1,0,
2015-09-24T07:11:24-04:00,35,dawgpoundfriday,0,0,0,0,0,0,7,20,6,
2015-09-24T07:11:24-04:00,35,empathy,1,0,1,0,0,1,15,18,3,
2015-09-24T07:26:24-04:00,35,cavsmania,0,0,0,0,0,31,7,5,5,
2015-09-24T07:26:24-04:00,35,technology,0,0,0,0,0,0,0,0,26,
2015-09-24T07:26:24-04:00,35,ownoctober,39,51,16,86,36,20,45,19,9,
2015-09-24T07:26:24-04:00,35,empathy,0,2,0,1,0,0,1,15,14,
2015-09-24T07:26:24-04:00,35,pebble,0,0,0,0,3,48,0,3,3,
2015-09-24T07:41:24-04:00,35,postseason,5,13,8,20,13,16,21,9,5,
2015-09-24T07:41:24-04:00,35,postseason,5,13,8,20,13,16,21,9,5,
2015-09-24T07:41:24-04:00,35,ownoctober,1,2,5,4,2,5,11,17,5,
2015-09-24T07:41:24-04:00,35,ownoctober,1,2,5,4,2,5,11,17,5,
2015-09-24T07:41:24-04:00,35,ownoctober,1,2,5,4,2,5,11,17,5,
2015-09-24T07:56:24-04:00,35,othertech,0,0,0,0,68,25,1,0,0,
2015-09-24T07:56:24-04:00,35,buccobirthdays,0,0,0,40,17,11,5,13,3,
2015-09-24T07:56:24-04:00,35,buccobirthdays,0,0,0,40,17,11,5,13,3,
2015-09-24T07:56:24-04:00,35,buccobirthdays,0,0,0,40,17,11,5,13,3,
2015-09-24T07:56:24-04:00,35,ownoctober,39,51,25,89,36,20,44,21,9,
2015-09-24T08:11:24-04:00,35,startempathy,0,1,0,1,0,0,1,15,13,
2015-09-24T08:11:24-04:00,35,startempathy,0,1,0,0,1,15,16,3,7,
2015-09-24T08:11:24-04:00,35,clinched,0,0,3,2,3,2,4,17,8,
2015-09-24T08:11:24-04:00,35,playoffspot,0,0,3,2,3,2,4,17,8,
2015-09-24T08:11:24-04:00,35,clinched,0,0,3,2,3,2,4,17,8,
2015-09-24T08:26:24-04:00,35,playoffspot,0,0,3,2,3,2,4,17,8,
2015-09-24T08:26:24-04:00,35,news,0,0,0,0,0,0,0,0,25,
2015-09-24T08:26:24-04:00,35,cavsmania,0,0,0,0,0,0,0,0,25,
2015-09-24T08:26:24-04:00,35,allday,0,0,0,0,0,0,41,0,0,
2015-09-24T08:26:24-04:00,35,cavsnation,0,0,0,0,0,0,41,0,0,
2015-09-24T08:41:24-04:00,35,chad,0,0,0,6,29,16,10,6,1,
2015-09-24T08:41:24-04:00,35,cavstop5,0,0,1,0,0,0,0,0,25,
2015-09-24T08:41:24-04:00,35,postseason,7,24,21,18,13,8,20,13,12,
2015-09-24T08:41:24-04:00,35,postseason,7,24,21,18,13,8,20,13,12,
2015-09-24T08:41:24-04:00,35,startempathy,1,0,1,0,0,1,15,16,3,
2015-09-24T08:56:24-04:00,35,lebronjames,0,0,0,0,0,0,35,4,0,
2015-09-24T08:56:24-04:00,35,nba,0,0,0,0,0,0,35,4,0,
2015-09-24T08:56:24-04:00,35,nbafinals,0,0,0,0,0,0,35,4,0,
2015-09-24T08:56:24-04:00,35,ownoctober,39,51,25,86,36,20,45,19,9,
2015-09-24T08:56:24-04:00,35,empathy,0,0,0,1,15,18,3,11,3,
2015-09-24T09:11:24-04:00,35,ownoctober,0,5,4,2,5,11,17,6,6,
2015-09-24T09:11:24-04:00,35,ownoctober,0,5,4,2,5,11,17,6,6,
2015-09-24T09:11:24-04:00,35,ownoctober,0,5,4,2,5,11,17,6,6,
2015-09-24T09:11:24-04:00,35,postseason,0,8,4,42,29,15,10,3,6,
2015-09-24T09:11:24-04:00,35,howsweetitis,0,0,0,0,0,0,0,0,24,
2015-09-24T09:26:24-04:00,35,howsweetitis,0,0,0,0,0,0,0,0,24,
2015-09-24T09:26:24-04:00,35,postseason,0,2,2,0,35,21,6,5,1,
2015-09-24T09:26:24-04:00,35,led,0,0,0,0,1,7,4,14,7,
2015-09-24T09:26:24-04:00,35,ownoctober,3,5,2,5,4,2,5,11,14,
2015-09-24T09:26:24-04:00,35,ownoctober,3,5,2,5,4,2,5,11,14,
2015-09-24T09:41:24-04:00,35,ownoctober,3,5,2,5,4,2,5,11,14,
2015-09-24T09:41:24-04:00,35,startempathy,0,0,0,1,15,16,3,11,3,
2015-09-24T09:41:24-04:00,35,snow,0,0,0,0,6,2,6,13,7,
2015-09-24T09:41:24-04:00,35,postseason,4,9,10,9,4,14,8,12,9,
2015-09-24T09:41:24-04:00,35,nbatop10,0,0,0,0,0,0,0,0,23,
2015-09-24T09:56:24-04:00,35,lebronjames,0,0,0,0,0,0,36,1,0,
2015-09-24T09:56:24-04:00,35,nbafinals,0,0,0,0,0,0,36,1,0,
2015-09-24T09:56:24-04:00,35,readytorake,0,0,0,0,33,28,5,1,0,
2015-09-24T09:56:24-04:00,35,postseason,0,6,4,43,25,14,7,5,5,
2015-09-24T09:56:24-04:00,35,serpico,0,0,0,0,82,3,3,2,0,
2015-09-24T10:11:24-04:00,35,showstopper,0,0,0,0,33,19,5,4,1,
2015-09-24T10:11:24-04:00,35,showstopper,0,0,0,0,33,19,5,4,1,
2015-09-24T10:11:24-04:00,35,showstopper,0,0,0,0,33,19,5,4,1,
2015-09-24T10:11:24-04:00,35,showstopper,0,0,0,0,33,19,5,4,1,
2015-09-24T10:11:24-04:00,35,postseason,0,0,0,0,28,20,5,1,4,
2015-09-24T10:26:24-04:00,35,stlcards,0,0,0,0,1,3,30,3,0,
